ENTITY_CD,ENTITY_NAME,YEAR,NUM_FREE_LUNCH,PER_FREE_LUNCH,NUM_REDUCED_LUNCH,PER_REDUCED_LUNCH
342800011440,FOREST HILLS HIGH SCHOOL,2020,2640,70,194,5
342800011505,HILLCREST HIGH SCHOOL,2020,2374,77,171,6
342800011620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2020,1468,66,160,7
342800011680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2020,388,56,23,3
342800011686,QUEENS METROPOLITAN HIGH SCHOOL,2020,567,49,95,8
342800011687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,2020,251,52,47,10
342800011690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,2020,292,73,20,5
342800011896,YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS,2020,367,65,47,8
342800860824,GROWING UP GREEN CHARTER SCHOOL II,2020,286,66,20,5
342800860969,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,2020,112,35,112,35
342900010000,NEW YORK CITY GEOGRAPHIC DISTRICT #29,2020,16798,71,1019,4
342900010015,PS 15 JACKIE ROBINSON,2020,245,68,14,4
342900010033,PS 33 EDWARD M FUNK,2020,615,68,65,7
342900010034,PS 34 JOHN HARVARD,2020,439,81,37,7
342900010035,PS 35 NATHANIEL WOODHULL,2020,519,79,18,3
342900010036,PS 36 ST ALBANS SCHOOL,2020,250,71,1,0
342900010037,CYNTHIA JENKINS SCHOOL,2020,274,84,4,1
342900010038,PS 38 ROSEDALE,2020,169,63,16,6
342900010052,PS 52,2020,279,83,9,3
342900010059,IS 59 SPRINGFIELD GARDENS,2020,398,69,9,2
342900010095,PS 95 EASTWOOD,2020,1052,73,9,1
342900010109,JEAN NUZZI INTERMEDIATE SCHOOL,2020,731,63,51,4
342900010116,PS/IS 116 WILLIAM C HUGHLEY,2020,619,79,2,0
342900010118,PS 118 LORRAINE HANSBERRY,2020,287,73,1,0
342900010131,PS 131 ABIGAIL ADAMS,2020,573,81,63,9
342900010132,PS 132 RALPH BUNCHE,2020,207,69,20,7
342900010134,PS 134 HOLLIS,2020,233,78,12,4
342900010135,BELLAIRE SCHOOL (THE),2020,498,61,6,1
342900010136,PS 136 ROY WILKINS,2020,361,76,5,1
342900010138,PS/MS 138 SUNRISE,2020,423,72,29,5
342900010147,PS/MS 147 RONALD MCNAIR,2020,344,64,14,3
342900010156,PS 156 LAURELTON,2020,122,63,4,2
342900010176,PS 176 CAMBRIA HEIGHTS,2020,364,53,65,9
342900010181,PS 181 BROOKFIELD,2020,196,68,8,3
342900010192,IS 192 LINDEN (THE),2020,331,71,13,3
342900010195,PS 195 WILLIAM HABERLE,2020,301,72,33,8
342900010208,PS/IS 208,2020,291,39,27,4
342900010238,IS 238 SUSAN B ANTHONY ACADEMY,2020,993,80,53,4
342900010251,PS 251,2020,207,67,14,5
342900010268,PS/IS 268,2020,474,74,12,2
342900010270,GORDON PARKS SCHOOL (THE),2020,620,84,24,3
342900010289,QUEENS UNITED MIDDLE SCHOOL,2020,113,63,14,8
342900010295,PS/IS 295,2020,350,70,37,7
342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,2020,258,77,16,5
342900010356,COMMUNITY VOICES MIDDLE SCHOOL,2020,259,76,13,4
342900010360,PS 360,2020,143,60,14,6
342900011243,INSTITUTE FOR HEALTH PROFESSIONALS AT CAMBRIA HEIGHTS,2020,348,78,8,2
342900011248,QUEENS PREPARATORY ACADEMY,2020,206,74,14,5
342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL,2020,373,64,61,10
342900011265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2020,292,70,26,6
342900011272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,2020,254,66,20,5
342900011283,PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL,2020,355,64,46,8
342900011313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE AND INFORMATION TECHNOLOGY,2020,321,78,27,7
342900011326,CAMBRIA HEIGHTS ACADEMY,2020,249,68,19,5
342900011327,EAGLE ACADEMY FOR YOUNG MEN III,2020,281,66,26,6
342900011492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,2020,299,76,22,6
342900011498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2020,282,77,18,5
342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL,2020,368,68,36,7
342900860974,RIVERTON STREET CHARTER SCHOOL,2020,650,66,83,8
342900861077,SUCCESS ACADEMY CS - ROSEDALE,2020,361,63,60,11
342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD,2020,499,65,83,11
343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,2020,25336,69,1015,3
343000010002,PS 2 ALFRED ZIMBERG,2020,351,67,17,3
343000010010,IS 10 HORACE GREELEY,2020,639,80,9,1
343000010011,PS 11 KATHRYN PHELAN,2020,597,66,4,0
343000010017,PS 17 HENRY DAVID THOREAU,2020,386,73,2,0
343000010069,PS 69 JACKSON HEIGHTS,2020,566,62,7,1
343000010070,PS 70,2020,552,77,26,4
343000010076,PS 76 WILLIAM HALLETT,2020,328,82,1,0
343000010078,PS/IS 78,2020,132,18,2,0
343000010084,PS 84 STEINWAY,2020,121,52,2,1
343000010085,PS 85 JUDGE CHARLES VALLONE,2020,243,41,3,1
343000010092,PS 92 HARRY T STEWART SR,2020,694,86,5,1
343000010111,PS 111 JACOB BLACKWELL,2020,289,95,1,0
343000010112,PS 112 DUTCH KILLS,2020,312,85,0,0
343000010122,PS 122 MAMIE FAY,2020,631,47,50,4
343000010126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,2020,488,78,22,4
343000010127,PS 127 AEROSPACE SCIENCE MAGNET,2020,971,82,31,3
343000010141,IS 141 STEINWAY (THE),2020,692,58,22,2
343000010145,IS 145 JOSEPH PULITZER,2020,1430,86,70,4
343000010148,PS 148,2020,547,78,4,1
343000010149,PS 149 CHRISTA MCAULIFFE,2020,759,80,4,0
343000010150,PS 150,2020,510,53,8,1
343000010151,PS 151 MARY D CARTER,2020,267,91,10,3
343000010152,PS 152 GWENDOLYN N ALLEYNE SCHOOL,2020,660,76,6,1
343000010166,PS 166 HENRY GRADSTEIN,2020,531,58,25,3
343000010171,PS 171 PETER G VAN ALST,2020,344,91,10,3
343000010204,IS 204 OLIVER W HOLMES,2020,395,88,6,1
343000010212,PS 212,2020,428,59,7,1
343000010222,PS 222-FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL,2020,143,60,12,5
343000010228,PS 228 EARLY CHILDHOOD MAGNET SCHOOL FOR THE ARTS,2020,201,78,6,2
343000010230,IS 230,2020,929,78,46,4
343000010234,PS 234,2020,313,75,19,5
343000010235,ACADEMY FOR NEW AMERICANS,2020,68,81,5,6
343000010280,PS 280,2020,532,92,17,3
343000010291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,2020,227,54,16,4
343000010300,30TH AVENUE SCHOOL (THE),2020,123,23,13,2
343000010329,EAST ELMHURST COMMUNITY SCHOOL,2020,394,87,20,4
343000010361,WOODSIDE COMMUNITY SCHOOL (THE),2020,270,74,9,2
343000010384,PS 384,2020,24,23,0,0
343000010398,PS 398,2020,39,63,3,5
343000011227,IS 227 LOUIS ARMSTRONG,2020,985,63,88,6
343000011258,ENERGY TECH HIGH SCHOOL,2020,344,67,27,5
343000011286,YOUNG WOMENS LEADERSHIP SCHOOL,2020,418,72,35,6
343000011301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,2020,329,60,27,5
343000011445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2020,1854,81,75,3
343000011450,LONG ISLAND CITY HIGH SCHOOL,2020,1810,81,50,2
343000011501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2020,258,30,34,4
343000011502,INFORMATION TECHNOLOGY HIGH SCHOOL,2020,757,77,17,2
343000011555,NEWCOMERS HIGH SCHOOL,2020,646,82,55,7
343000011575,ACADEMY OF AMERICAN STUDIES,2020,571,56,74,7
343000011580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,2020,238,43,13,2
343000860822,RENAISSANCE CHARTER SCHOOL (THE),2020,364,62,66,11
343000860836,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,2020,431,59,105,14
343000860932,VOICE CHARTER SCHOOL OF NEW YORK,2020,494,74,48,7
343000860952,GROWING UP GREEN CHARTER SCHOOL,2020,464,59,20,3
343000860998,ACADEMY OF THE CITY CHARTER SCHOOL,2020,318,60,45,9
343000861152,VALENCE COLLEGE PREP CHARTER SCHOOL,2020,96,83,2,2
353100010000,NEW YORK CITY GEOGRAPHIC DISTRICT #31,2020,31437,54,2383,4
353100010001,PS 1 TOTTENVILLE,2020,138,34,14,3
353100010002,IS 2 GEORGE L EGBERT,2020,725,69,52,5
353100010003,PS 3 MARGARET GIOIOSA SCHOOL (THE),2020,168,27,20,3
353100010004,PS 4 MAURICE WOLLIN,2020,214,35,5,1
353100010005,PS 5 HUGUENOT,2020,60,19,13,4
353100010006,PS 6 CPL ALLAN F KIVLEHAN SCHOOL,2020,173,35,21,4
353100010007,IS 7 ELIAS BERNSTEIN,2020,395,33,76,6
353100010008,PS 8 SHIRLEE SOLOMON,2020,185,33,25,4
353100010009,NAPLES STREET ELEMENTARY SCHOOL,2020,100,35,7,2
353100010010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,2020,174,93,5,3
353100010011,PS 11 THOMAS DONGAN SCHOOL,2020,214,78,14,5
353100010013,PS 13 M L LINDENMEYER,2020,601,71,17,2
353100010016,PS 16 JOHN J DRISCOLL,2020,384,98,4,1
353100010018,PS 18 JOHN G WHITTIER,2020,379,91,1,0
353100010019,PS 19 CURTIS SCHOOL (THE),2020,432,87,10,2
353100010020,PS 20 PORT RICHMOND,2020,392,93,7,2
353100010021,PS 21 MARGARET EMERY-ELM PARK,2020,283,83,2,1
353100010022,PS 22 GRANITEVILLE,2020,706,82,28,3
353100010023,PS 23 RICHMONDTOWN,2020,189,36,17,3
353100010024,IS 24 MYRA S BARNES,2020,563,41,71,5
353100010026,PS 26 CARTERET SCHOOL (THE),2020,130,47,12,4
353100010027,IS 27 ANNING S PRALL,2020,745,70,32,3
353100010028,EAGLE ACADEMY OF STATEN ISLAND,2020,242,78,11,4
353100010029,PS 29 BARDWELL,2020,281,47,25,4
353100010030,PS 30 WESTERLEIGH,2020,251,31,31,4
353100010031,PS 31 WILLIAM T DAVIS,2020,319,94,3,1
353100010032,PS 32 GIFFORD SCHOOL (THE),2020,195,32,17,3
353100010034,IS 34 TOTTENVILLE,2020,321,31,34,3
353100010035,PS 35 CLOVE VALLEY SCHOOL (THE),2020,129,30,22,5
353100010036,PS 36 J C DRUMGOOLE,2020,247,32,47,6
353100010038,PS 38 GEORGE CROMWELL,2020,235,67,9,3
353100010039,PS 39 FRANCIS J MURPHY JR,2020,350,67,15,3
353100010041,PS 41 NEW DORP,2020,412,64,28,4
353100010042,PS 42 ELTINGVILLE,2020,320,31,29,3
353100010044,PS 44 THOMAS C BROWN,2020,581,93,11,2
353100010045,PS 45 JOHN TYLER,2020,522,64,30,4
353100010046,PS 46 ALBERT V MANISCALCO,2020,184,83,8,4
353100010048,PS 48 WILLIAM C WILCOX,2020,382,39,37,4
353100010049,IS 49 BERTHA A DREYFUS,2020,512,92,8,1
353100010050,PS 50 FRANK HANKINSON,2020,265,40,30,5
353100010051,IS 51 EDWIN MARKHAM,2020,986,75,57,4
353100010052,PS 52 JOHN C THOMPSON,2020,298,57,37,7
353100010053,PS 53 BAY TERRACE,2020,295,39,32,4
353100010054,PS 54 CHARLES W LENG,2020,399,56,38,5
353100010055,PS 55 HENRY M BOEHM,2020,167,31,13,2
353100010056,PS 56 LOUIS DESARIO SCHOOL (THE),2020,176,33,36,7
353100010057,PS 57 HUBERT H HUMPHREY,2020,495,89,4,1
353100010058,SPACE SHUTTLE COLUMBIA SCHOOL,2020,308,50,31,5
353100010059,HARBOR VIEW SCHOOL (THE),2020,140,55,11,4
353100010060,PS 60 ALICE AUSTEN,2020,401,53,50,7
353100010061,IS 61 WILLIAM A MORRIS,2020,765,79,21,2
353100010062,KATHLEEN GRIMM SCHOOL FOR LEADERSHIP,2020,102,28,16,4
353100010063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,2020,195,43,32,7
353100010065,PS 65 ACADEMY OF INNOVATIVE LEARNING (THE),2020,237,61,20,5
353100010068,PORT RICHMOND SCHOOL FOR VISIONARY,2020,178,70,16,6
353100010069,PS 69 DANIEL D TOMPKINS,2020,500,59,29,3
353100010072,IS 72 ROCCO LAURIE,2020,899,57,100,6
353100010074,PS 74 FUTURE LEADERS ELEMENTARY SCHOOL,2020,233,89,3,1
353100010075,IS 75 FRANK D PAULO,2020,490,34,57,4
353100010078,PS 78,2020,652,95,6,1
353100010861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,2020,580,68,50,6
353100011047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,2020,206,42,41,8
353100011064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,2020,186,44,24,6
353100011080,MICHAEL J PETRIDES SCHOOL (THE),2020,557,43,50,4
353100011440,NEW DORP HIGH SCHOOL,2020,1744,56,173,6
353100011445,PORT RICHMOND HIGH SCHOOL,2020,1135,74,68,4
353100011450,CURTIS HIGH SCHOOL,2020,1822,73,89,4
353100011455,TOTTENVILLE HIGH SCHOOL,2020,1232,33,106,3
353100011460,SUSAN E WAGNER HIGH SCHOOL,2020,1762,51,197,6
353100011470,CONCORD HIGH SCHOOL,2020,138,85,0,0
353100011600,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2020,599,72,17,2
353100011605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2020,462,35,111,8
353100860959,JOHN W LAVELLE PREPARATORY CHARTER SCHOOL,2020,524,71,18,2
353100860984,NEW WORLD PREPARATORY CHARTER SCHOOL,2020,485,85,28,5
353100861083,NEW VENTURES CHARTER SCHOOL,2020,96,65,1,1
353100861136,LOIS AND RICHARD NICOTRA EARLY COLLE,2020,93,68,3,2
353100861144,BRIDGE PREPARATORY CHARTER SCHOOL,2020,49,56,7,8
353100861175,HELLENIC CLASSICAL CS -STATEN ISLAND,2020,31,44,9,13
400301060000,LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,2020,391,20,56,3
400301060002,PRIMARY EDUCATION CENTER,2020,73,19,8,2
400301060003,INTERMEDIATE EDUCATION CENTER,2020,96,23,18,4
400301060005,LEWISTON PORTER MIDDLE SCHOOL,2020,109,24,11,2
400301060006,LEWISTON PORTER SENIOR HIGH SCHOOL,2020,113,17,19,3
400400010000,LOCKPORT CITY SCHOOL DISTRICT,2020,2229,52,244,6
400400010001,ANNA MERRITT ELEMENTARY SCHOOL,2020,214,68,25,8
400400010002,CHARLES A UPSON ELEMENTARY SCHOOL,2020,278,61,14,3
400400010005,GEORGE SOUTHARD ELEMENTARY SCHOOL,2020,206,51,20,5
400400010007,ROY KELLEY ELEMENTARY SCHOOL,2020,207,48,23,5
400400010009,EMMET BELKNAP INTERMEDIATE SCHOOL,2020,391,55,41,6
400400010010,NORTH PARK JUNIOR HIGH SCHOOL,2020,358,53,46,7
400400010011,LOCKPORT HIGH SCHOOL,2020,575,43,75,6
400601060000,NEWFANE CENTRAL SCHOOL DISTRICT,2020,496,37,95,7
400601060001,NEWFANE EARLY CHILDHOOD CENTER,2020,0,0,0,0
400601060002,NEWFANE ELEMENTARY SCHOOL,2020,182,42,35,8
400601060006,NEWFANE SENIOR HIGH SCHOOL,2020,154,30,30,6
400601060008,NEWFANE MIDDLE SCHOOL,2020,160,41,30,8
400701060000,NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT,2020,1207,35,110,3
400701060002,WEST STREET ELEMENTARY SCHOOL,2020,141,35,10,2
400701060003,TUSCARORA ELEMENTARY SCHOOL,2020,63,61,0,0
400701060004,COLONIAL VILLAGE ELEMENTARY SCHOOL,2020,180,45,7,2
400701060005,ERRICK ROAD ELEMENTARY SCHOOL,2020,85,19,10,2
400701060009,EDWARD TOWN MIDDLE SCHOOL,2020,352,42,33,4
400701060010,NIAGARA-WHEATFIELD SENIOR HIGH SCHOOL,2020,386,32,50,4
400701860890,NIAGARA CHARTER SCHOOL,2020,320,92,4,1
400800010000,NIAGARA FALLS CITY SCHOOL DISTRICT,2020,4683,71,238,4
400800010010,SEVENTY NINTH STREET SCHOOL,2020,236,60,19,5
400800010012,GERALDINE J MANN SCHOOL,2020,195,47,19,5
400800010015,HENRY J KALFAS MAGNET SCHOOL,2020,303,86,2,1
400800010020,HYDE PARK SCHOOL,2020,369,81,19,4
400800010021,MAPLE AVENUE SCHOOL,2020,181,57,17,5
400800010022,NIAGARA STREET SCHOOL,2020,457,80,11,2
400800010031,HARRY F ABATE ELEMENTARY SCHOOL,2020,461,78,18,3
400800010034,NIAGARA FALLS HIGH SCHOOL,2020,1361,69,82,4
400800010040,GASKILL PREPARATORY SCHOOL,2020,423,80,18,3
400800010041,LASALLE PREPARATORY SCHOOL,2020,351,69,16,3
400800010042,CATARACT ELEMENTARY SCHOOL,2020,346,75,17,4
400900010000,NORTH TONAWANDA CITY SCHOOL DISTRICT,2020,1320,41,173,5
400900010003,DRAKE SCHOOL,2020,130,50,12,5
400900010007,MEADOW SCHOOL,2020,291,42,40,6
400900010008,OHIO ELEMENTARY SCHOOL,2020,112,31,13,4
400900010009,SPRUCE SCHOOL,2020,191,57,17,5
400900010011,NORTH TONAWANDA HIGH SCHOOL,2020,378,37,56,5
400900010012,NORTH TONAWANDA MIDDLE SCHOOL,2020,218,43,35,7
401001060000,STARPOINT CENTRAL SCHOOL DISTRICT,2020,420,14,63,2
401001060001,STARPOINT HIGH SCHOOL,2020,119,14,20,2
401001060002,REGAN INTERMEDIATE SCHOOL,2020,108,16,13,2
401001060003,FRICANO PRIMARY SCHOOL,2020,99,15,11,2
401001060004,STARPOINT MIDDLE SCHOOL,2020,94,13,19,3
401201060000,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,2020,410,34,65,5
401201060001,ROYALTON-HARTLAND ELEMENTARY SCHOOL,2020,166,38,23,5
401201060003,ROYALTON-HARTLAND HIGH SCHOOL,2020,112,28,21,5
401201060004,ROYALTON-HARTLAND MIDDLE SCHOOL,2020,132,35,21,6
401301040000,BARKER CENTRAL SCHOOL DISTRICT,2020,306,44,45,6
401301040002,PRATT ELEMENTARY SCHOOL,2020,154,44,27,8
401301040003,BARKER JUNIOR/SENIOR HIGH SCHOOL,2020,152,44,18,5
401501060000,WILSON CENTRAL SCHOOL DISTRICT,2020,332,32,109,10
401501060002,WILSON ELEMENTARY SCHOOL,2020,163,36,58,13
401501060003,WILSON HIGH SCHOOL,2020,169,28,51,9
410401060000,ADIRONDACK CENTRAL SCHOOL DISTRICT,2020,548,48,78,7
410401060001,ADIRONDACK MIDDLE SCHOOL,2020,142,49,20,7
410401060002,WEST LEYDEN ELEMENTARY SCHOOL,2020,61,52,7,6
410401060004,BOONVILLE ELEMENTARY SCHOOL,2020,184,47,23,6
410401060005,ADIRONDACK HIGH SCHOOL,2020,161,46,28,8
410601040000,CAMDEN CENTRAL SCHOOL DISTRICT,2020,861,44,114,6
410601040002,MCCONNELLSVILLE ELEMENTARY SCHOOL,2020,95,42,20,9
410601040006,CAMDEN SENIOR HIGH SCHOOL,2020,269,43,37,6
410601040007,CAMDEN ELEMENTARY SCHOOL,2020,200,44,20,4
410601040010,CAMDEN MIDDLE SCHOOL,2020,297,45,37,6
411101060000,CLINTON CENTRAL SCHOOL DISTRICT,2020,323,26,40,3
411101060001,CLINTON ELEMENTARY SCHOOL,2020,159,28,21,4
411101060004,CLINTON MIDDLE SCHOOL,2020,82,29,9,3
411101060005,CLINTON SENIOR HIGH SCHOOL,2020,82,20,10,2
411501060000,NEW HARTFORD CENTRAL SCHOOL DISTRICT,2020,317,12,63,2
411501060001,NEW HARTFORD SENIOR HIGH SCHOOL,2020,62,11,11,2
411501060003,HUGHES ELEMENTARY SCHOOL,2020,42,9,6,1
411501060004,ROBERT L BRADLEY ELEMENTARY SCHOOL,2020,54,11,13,3
411501060005,MYLES ELEMENTARY SCHOOL,2020,79,20,19,5
411501060006,PERRY JUNIOR HIGH SCHOOL,2020,80,12,14,2
411504020000,NEW YORK MILLS UNION FREE SCHOOL DISTRICT,2020,0,0,0,0
411504020001,NEW YORK MILLS JUNIOR-SENIOR HIGH SCHOOL,2020,0,0,0,0
411504020003,NEW YORK MILLS ELEMENTARY SCHOOL,2020,0,0,0,0
411603040000,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,2020,309,33,65,7
411603040001,SAUQUOIT VALLEY ELEMENTARY SCHOOL,2020,117,33,28,8
411603040003,SAUQUOIT VALLEY HIGH SCHOOL,2020,70,26,12,4
411603040004,SAUQUOIT VALLEY MIDDLE SCHOOL,2020,122,39,25,8
411701040000,REMSEN CENTRAL SCHOOL DISTRICT,2020,223,55,27,7
411701040001,REMSEN ELEMENTARY SCHOOL,2020,111,52,15,7
411701040002,REMSEN JUNIOR-SENIOR HIGH SCHOOL,2020,112,58,12,6
411800010000,ROME CITY SCHOOL DISTRICT,2020,3150,59,238,4
411800010001,GANSEVOORT ELEMENTARY SCHOOL,2020,274,80,13,4
411800010008,BELLAMY ELEMENTARY SCHOOL,2020,402,82,23,5
411800010010,LYNDON H STROUGH MIDDLE SCHOOL,2020,492,60,39,5
411800010011,CLOUGH PREK CENTER,2020,0,0,0,0
411800010013,RIDGE MILLS ELEMENTARY SCHOOL,2020,99,28,11,3
411800010014,STOKES ELEMENTARY SCHOOL,2020,91,28,25,8
411800010015,JOHN E JOY ELEMENTARY SCHOOL,2020,188,53,22,6
411800010020,ROME FREE ACADEMY,2020,793,52,56,4
411800010023,LOUIS V DENTI ELEMENTARY SCHOOL,2020,322,61,28,5
411800010025,GEORGE R STALEY UPPER ELEMENTARY SCHOOL,2020,489,82,21,4
411902040000,WATERVILLE CENTRAL SCHOOL DISTRICT,2020,305,41,39,5
411902040001,MEMORIAL PARK ELEMENTARY SCHOOL,2020,177,44,21,5
411902040003,WATERVILLE JR/SR HIGH SCHOOL,2020,128,38,18,5
412000050000,SHERRILL CITY SCHOOL DISTRICT,2020,642,36,105,6
412000050001,J D GEORGE ELEMENTARY SCHOOL,2020,184,44,22,5
412000050004,VERNON-VERONA-SHERRILL SENIOR HIGH SCHOOL,2020,161,30,35,6
412000050005,W A WETTEL ELEMENTARY SCHOOL,2020,100,40,18,7
412000050006,E A MCALLISTER ELEMENTARY SCHOOL,2020,76,26,15,5
412000050007,VERNON-VERONA-SHERRILL MIDDLE SCHOOL,2020,121,40,15,5
412201060000,HOLLAND PATENT CENTRAL SCHOOL DISTRICT,2020,417,32,122,9
412201060001,HOLLAND PATENT MIDDLE SCHOOL,2020,108,34,32,10
412201060003,HOLLAND PATENT ELEMENTARY SCHOOL,2020,103,36,30,10
412201060005,GENERAL WILLIAM FLOYD ELEMENTARY SCHOOL,2020,76,30,24,9
412201060006,HOLLAND PATENT CENTRAL HIGH SCHOOL,2020,130,30,36,8
412300010000,UTICA CITY SCHOOL DISTRICT,2020,8143,84,189,2
412300010003,ALBANY ELEMENTARY SCHOOL,2020,451,77,12,2
412300010005,CHRISTOPHER COLUMBUS ELEMENTARY SCHOOL,2020,541,82,24,4
412300010006,GENERAL HERKIMER ELEMENTARY SCHOOL,2020,603,82,17,2
412300010009,HUGH R JONES ELEMENTARY SCHOOL,2020,319,68,22,5
412300010011,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,2020,339,97,7,2
412300010012,WATSON WILLIAMS ELEMENTARY SCHOOL,2020,616,92,5,1
412300010014,THOMAS JEFFERSON ELEMENTARY SCHOOL,2020,457,81,8,1
412300010016,JOHN F HUGHES ELEMENTARY SCHOOL,2020,381,89,10,2
412300010018,KERNAN ELEMENTARY SCHOOL,2020,553,94,5,1
412300010022,JOHN F KENNEDY MIDDLE SCHOOL,2020,619,90,12,2
412300010023,SENATOR JAMES H DONOVAN MIDDLE SCHOOL,2020,681,95,5,1
412300010024,THOMAS R PROCTOR HIGH SCHOOL,2020,2060,77,48,2
412300010026,ROSCOE CONKLING ELEMENTARY SCHOOL,2020,523,90,14,2
412300861058,UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,2020,497,73,55,8
412801040000,WESTMORELAND CENTRAL SCHOOL DISTRICT,2020,203,24,36,4
412801040002,WESTMORELAND ELEMENTARY SCHOOL,2020,49,27,5,3
412801040003,WESTMORELAND HIGH SCHOOL,2020,83,19,20,5
412801040004,WESTMORELAND MIDDLE SCHOOL,2020,71,29,11,4
412901040000,ORISKANY CENTRAL SCHOOL DISTRICT,2020,173,30,38,7
412901040002,N A WALBRAN ELEMENTARY SCHOOL,2020,103,36,22,8
412901040003,ORISKANY JUNIOR-SENIOR HIGH SCHOOL,2020,70,25,16,6
412902060000,WHITESBORO CENTRAL SCHOOL DISTRICT,2020,922,29,125,4
412902060002,MARCY ELEMENTARY SCHOOL,2020,79,25,9,3
412902060003,HARTS HILL SCHOOL,2020,64,18,13,4
412902060005,DEERFIELD ELEMENTARY SCHOOL,2020,125,38,7,2
412902060006,WHITESBORO MIDDLE SCHOOL,2020,148,29,23,4
412902060007,PARKWAY MIDDLE SCHOOL,2020,79,31,11,4
412902060008,WHITESBORO HIGH SCHOOL,2020,253,26,38,4
412902060009,WESTMORELAND ROAD ELEMENTARY SCHOOL,2020,174,45,24,6
420101060000,WEST GENESEE CENTRAL SCHOOL DISTRICT,2020,951,21,155,3
420101060001,EAST HILL ELEMENTARY SCHOOL,2020,84,21,10,3
420101060003,STONEHEDGE ELEMENTARY SCHOOL,2020,192,22,29,3
420101060005,ONONDAGA ROAD ELEMENTARY SCHOOL,2020,99,25,9,2
420101060006,SPLIT ROCK ELEMENTARY SCHOOL,2020,81,24,9,3
420101060008,WEST GENESEE MIDDLE SCHOOL,2020,136,22,26,4
420101060009,WEST GENESEE SENIOR HIGH SCHOOL,2020,276,19,57,4
420101060011,CAMILLUS MIDDLE SCHOOL,2020,83,20,15,4
420303060000,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,2020,2809,34,327,4
420303060001,ALLEN ROAD ELEMENTARY SCHOOL,2020,160,39,10,2
420303060002,KARL W SAILE BEAR ROAD ELEMENTARY SCHOOL,2020,186,32,21,4
420303060003,CICERO ELEMENTARY SCHOOL,2020,135,24,16,3
420303060004,LAKESHORE ROAD ELEMENTARY SCHOOL,2020,130,27,8,2
420303060007,ROXBORO ROAD ELEMENTARY SCHOOL,2020,273,57,36,8
420303060008,SMITH ROAD ELEMENTARY SCHOOL,2020,222,43,19,4
420303060009,GILLETTE ROAD MIDDLE SCHOOL,2020,298,26,42,4
420303060010,NORTH SYRACUSE JUNIOR HIGH SCHOOL,2020,446,34,50,4
420303060011,ROXBORO ROAD MIDDLE SCHOOL,2020,406,51,41,5
420303060014,CICERO-NORTH SYRACUSE HIGH SCHOOL,2020,553,29,84,4
420303060015,MAIN STREET ELEMENTARY SCHOOL,2020,0,0,0,0
420401060000,EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT,2020,1134,36,138,4
420401060001,PARK HILL SCHOOL,2020,0,0,0,0
420401060002,FREMONT ELEMENTARY SCHOOL,2020,72,21,4,1
420401060003,EAST SYRACUSE ELEMENTARY SCHOOL,2020,208,62,14,4
420401060004,WOODLAND ELEMENTARY SCHOOL,2020,79,29,11,4
